effect,term,estimate,std.error,statistic,p.value
fixed,(Intercept),2.3513752571636704,0.15430334164081996,15.238654148120077,1.9586338302135497e-52
fixed,patch_typeMatrix,0.046520015959609994,0.21572388039597168,0.21564611147463247,0.8292636095840498
fixed,patch_typeRectangle,-0.07410797172243248,0.22237478753757856,-0.3332570771311436,0.7389402367184013
fixed,patch_typeWinged,-0.0487901639491369,0.22092876405389297,-0.2208411573661595,0.8252161157113783
